step,beta,gamma,rho,log_synthetic_likelihood,accepted_move,chain_id
45,0.1777857857073599,0.08259434944094311,0.3203580588708393,-8.559058686272865,1,0
46,0.18329382044295736,0.0829328478096972,0.32582397855674156,-8.9393533144151,1,0
47,0.18329382044295736,0.0829328478096972,0.32582397855674156,-8.9393533144151,0,0
48,0.18329382044295736,0.0829328478096972,0.32582397855674156,-8.9393533144151,0,0
49,0.17415374776459552,0.08351612265770078,0.3280670164891147,-8.227746862399195,1,0
50,0.17415374776459552,0.08351612265770078,0.3280670164891147,-8.227746862399195,0,0
51,0.17415374776459552,0.08351612265770078,0.3280670164891147,-8.227746862399195,0,0
52,0.16439602737979453,0.07674080757497379,0.2888662152940925,-9.449015606809809,1,0
53,0.18612204589425835,0.09113976137493612,0.3400676453025206,-9.572696761592502,1,0
54,0.18612204589425835,0.09113976137493612,0.3400676453025206,-9.572696761592502,0,0
55,0.18612204589425835,0.09113976137493612,0.3400676453025206,-9.572696761592502,0,0
56,0.18612204589425835,0.09113976137493612,0.3400676453025206,-9.572696761592502,0,0
57,0.18612204589425835,0.09113976137493612,0.3400676453025206,-9.572696761592502,0,0
58,0.18612204589425835,0.09113976137493612,0.3400676453025206,-9.572696761592502,0,0
59,0.18612204589425835,0.09113976137493612,0.3400676453025206,-9.572696761592502,0,0
60,0.18612204589425835,0.09113976137493612,0.3400676453025206,-9.572696761592502,0,0
61,0.18612204589425835,0.09113976137493612,0.3400676453025206,-9.572696761592502,0,0
62,0.18612204589425835,0.09113976137493612,0.3400676453025206,-9.572696761592502,0,0
63,0.18612204589425835,0.09113976137493612,0.3400676453025206,-9.572696761592502,0,0
64,0.18612204589425835,0.09113976137493612,0.3400676453025206,-9.572696761592502,0,0
65,0.18612204589425835,0.09113976137493612,0.3400676453025206,-9.572696761592502,0,0
66,0.18612204589425835,0.09113976137493612,0.3400676453025206,-9.572696761592502,0,0
67,0.19277950334552885,0.08477431397183752,0.371092584081562,-9.923567073370652,1,0
68,0.19277950334552885,0.08477431397183752,0.371092584081562,-9.923567073370652,0,0
69,0.19277950334552885,0.08477431397183752,0.371092584081562,-9.923567073370652,0,0
70,0.19277950334552885,0.08477431397183752,0.371092584081562,-9.923567073370652,0,0
71,0.19277950334552885,0.08477431397183752,0.371092584081562,-9.923567073370652,0,0
72,0.19170528785822785,0.08664535561457966,0.34569706106275677,-9.93245962542864,1,0
73,0.19170528785822785,0.08664535561457966,0.34569706106275677,-9.93245962542864,0,0
74,0.19558673666162527,0.08154880947801177,0.3341206210773956,-9.184632451468106,1,0
75,0.19558673666162527,0.08154880947801177,0.3341206210773956,-9.184632451468106,0,0
76,0.19558673666162527,0.08154880947801177,0.3341206210773956,-9.184632451468106,0,0
77,0.19558673666162527,0.08154880947801177,0.3341206210773956,-9.184632451468106,0,0
78,0.1902743820347081,0.08448161540300789,0.3495266641691914,-8.550555333048354,1,0
79,0.1902743820347081,0.08448161540300789,0.3495266641691914,-8.550555333048354,0,0
80,0.1902743820347081,0.08448161540300789,0.3495266641691914,-8.550555333048354,0,0
81,0.1902743820347081,0.08448161540300789,0.3495266641691914,-8.550555333048354,0,0
82,0.1902743820347081,0.08448161540300789,0.3495266641691914,-8.550555333048354,0,0
83,0.1902743820347081,0.08448161540300789,0.3495266641691914,-8.550555333048354,0,0
84,0.1902743820347081,0.08448161540300789,0.3495266641691914,-8.550555333048354,0,0
85,0.1902743820347081,0.08448161540300789,0.3495266641691914,-8.550555333048354,0,0
86,0.1902743820347081,0.08448161540300789,0.3495266641691914,-8.550555333048354,0,0
87,0.1902743820347081,0.08448161540300789,0.3495266641691914,-8.550555333048354,0,0
88,0.1902743820347081,0.08448161540300789,0.3495266641691914,-8.550555333048354,0,0
89,0.1902743820347081,0.08448161540300789,0.3495266641691914,-8.550555333048354,0,0
90,0.1902743820347081,0.08448161540300789,0.3495266641691914,-8.550555333048354,0,0
91,0.17769374890680312,0.07012010971680309,0.3110513338965091,-11.03610718328569,1,0
92,0.18622362378097906,0.08561819122993651,0.3239329638537204,-9.342203296587876,1,0
93,0.18622362378097906,0.08561819122993651,0.3239329638537204,-9.342203296587876,0,0
94,0.21330803040424132,0.0823441095203235,0.3692174788912268,-11.181366472274139,1,0
95,0.20966545184478766,0.08695635169463176,0.3928214804305601,-11.38745761284609,1,0
96,0.20966545184478766,0.08695635169463176,0.3928214804305601,-11.38745761284609,0,0
97,0.2164359405763839,0.07688407974263732,0.39610927157346204,-12.45210109959552,1,0
98,0.2164359405763839,0.07688407974263732,0.39610927157346204,-12.45210109959552,0,0
99,0.22152633229935434,0.08800186503310754,0.3930472704100692,-12.529359182148593,1,0
100,0.1988447117455118,0.07997321925934406,0.32901169868093094,-10.884223565900417,1,0
101,0.1988447117455118,0.07997321925934406,0.32901169868093094,-10.884223565900417,0,0
102,0.19032424013200175,0.07087080443868204,0.33093139244555453,-10.597863480155166,1,0
103,0.19032424013200175,0.07087080443868204,0.33093139244555453,-10.597863480155166,0,0
104,0.19032424013200175,0.07087080443868204,0.33093139244555453,-10.597863480155166,0,0
105,0.19032424013200175,0.07087080443868204,0.33093139244555453,-10.597863480155166,0,0
106,0.18801972513173498,0.08475652588939397,0.33760974545986755,-8.906771988355876,1,0
107,0.18801972513173498,0.08475652588939397,0.33760974545986755,-8.906771988355876,0,0
108,0.18801972513173498,0.08475652588939397,0.33760974545986755,-8.906771988355876,0,0
109,0.18801972513173498,0.08475652588939397,0.33760974545986755,-8.906771988355876,0,0
110,0.18801972513173498,0.08475652588939397,0.33760974545986755,-8.906771988355876,0,0
111,0.18801972513173498,0.08475652588939397,0.33760974545986755,-8.906771988355876,0,0
112,0.18801972513173498,0.08475652588939397,0.33760974545986755,-8.906771988355876,0,0
113,0.17569079665456633,0.07435691935120628,0.35993294735648473,-10.693989017226441,1,0
114,0.2032421241954627,0.08098434523474403,0.32196197914881153,-10.908262716744936,1,0
115,0.2032421241954627,0.08098434523474403,0.32196197914881153,-10.908262716744936,0,0
116,0.2032421241954627,0.08098434523474403,0.32196197914881153,-10.908262716744936,0,0
117,0.2032421241954627,0.08098434523474403,0.32196197914881153,-10.908262716744936,0,0
118,0.21868534149212127,0.07877931367626877,0.3540332427763423,-12.582286032849254,1,0
119,0.22156066125928478,0.08379417692184156,0.38057679954303825,-12.732504093932047,1,0
120,0.22156066125928478,0.08379417692184156,0.38057679954303825,-12.732504093932047,0,0
121,0.19709344046769017,0.09043328441006913,0.3428734171181226,-11.335666228319482,1,0
122,0.19152991885368004,0.09063753174354758,0.34041786540329005,-10.597426534594444,1,0
123,0.17344486482341614,0.08115848991668095,0.372160697069134,-11.017561633738099,1,0
124,0.17344486482341614,0.08115848991668095,0.372160697069134,-11.017561633738099,0,0
125,0.17344486482341614,0.08115848991668095,0.372160697069134,-11.017561633738099,0,0
126,0.17344486482341614,0.08115848991668095,0.372160697069134,-11.017561633738099,0,0
127,0.17344486482341614,0.08115848991668095,0.372160697069134,-11.017561633738099,0,0
128,0.17344486482341614,0.08115848991668095,0.372160697069134,-11.017561633738099,0,0
129,0.17344486482341614,0.08115848991668095,0.372160697069134,-11.017561633738099,0,0
130,0.1709774804636523,0.07854413497691294,0.37632746001151335,-12.880676000284073,1,0
131,0.1709774804636523,0.07854413497691294,0.37632746001151335,-12.880676000284073,0,0
132,0.1817725299292041,0.07756812111291332,0.3633204989687443,-9.79888288782828,1,0
133,0.1817725299292041,0.07756812111291332,0.3633204989687443,-9.79888288782828,0,0
134,0.1817725299292041,0.07756812111291332,0.3633204989687443,-9.79888288782828,0,0
135,0.1817725299292041,0.07756812111291332,0.3633204989687443,-9.79888288782828,0,0
136,0.1817725299292041,0.07756812111291332,0.3633204989687443,-9.79888288782828,0,0
137,0.1817725299292041,0.07756812111291332,0.3633204989687443,-9.79888288782828,0,0
138,0.1817725299292041,0.07756812111291332,0.3633204989687443,-9.79888288782828,0,0
139,0.1817725299292041,0.07756812111291332,0.3633204989687443,-9.79888288782828,0,0
140,0.1817725299292041,0.07756812111291332,0.3633204989687443,-9.79888288782828,0,0
141,0.1817725299292041,0.07756812111291332,0.3633204989687443,-9.79888288782828,0,0
142,0.17422915396797278,0.07776255514566272,0.3430034385946133,-8.410218066604667,1,0
143,0.17422915396797278,0.07776255514566272,0.3430034385946133,-8.410218066604667,0,0
144,0.17422915396797278,0.07776255514566272,0.3430034385946133,-8.410218066604667,0,0
145,0.17422915396797278,0.07776255514566272,0.3430034385946133,-8.410218066604667,0,0
146,0.17174828387665383,0.07296121583105941,0.29499403250292267,-10.833225218436958,1,0
147,0.17174828387665383,0.07296121583105941,0.29499403250292267,-10.833225218436958,0,0
148,0.1742114779430068,0.0754645792385182,0.3174749040136751,-8.206939544750014,1,0
149,0.1742114779430068,0.0754645792385182,0.3174749040136751,-8.206939544750014,0,0
150,0.1742114779430068,0.0754645792385182,0.3174749040136751,-8.206939544750014,0,0
151,0.1742114779430068,0.0754645792385182,0.3174749040136751,-8.206939544750014,0,0
152,0.1742114779430068,0.0754645792385182,0.3174749040136751,-8.206939544750014,0,0
153,0.1742114779430068,0.0754645792385182,0.3174749040136751,-8.206939544750014,0,0
154,0.1742114779430068,0.0754645792385182,0.3174749040136751,-8.206939544750014,0,0
155,0.1742114779430068,0.0754645792385182,0.3174749040136751,-8.206939544750014,0,0
156,0.1742114779430068,0.0754645792385182,0.3174749040136751,-8.206939544750014,0,0
157,0.1742114779430068,0.0754645792385182,0.3174749040136751,-8.206939544750014,0,0
158,0.1742114779430068,0.0754645792385182,0.3174749040136751,-8.206939544750014,0,0
159,0.14612533324618718,0.07139345471444193,0.298670457119014,-9.134433180382599,1,0
160,0.14000259616323177,0.07837535637450165,0.29198976247291986,-8.416631011956715,1,0
161,0.14000259616323177,0.07837535637450165,0.29198976247291986,-8.416631011956715,0,0
162,0.14000259616323177,0.07837535637450165,0.29198976247291986,-8.416631011956715,0,0
163,0.14000259616323177,0.07837535637450165,0.29198976247291986,-8.416631011956715,0,0
164,0.14000259616323177,0.07837535637450165,0.29198976247291986,-8.416631011956715,0,0
165,0.13692893806458806,0.08227358014868262,0.26746732256154493,-8.78090121969152,1,0
166,0.13692893806458806,0.08227358014868262,0.26746732256154493,-8.78090121969152,0,0
167,0.15193402094950334,0.08568594745132238,0.31691967819566497,-8.802014840252129,1,0
168,0.16905376599536256,0.08765476524781532,0.3403383282751298,-9.21128247048781,1,0
169,0.16905376599536256,0.08765476524781532,0.3403383282751298,-9.21128247048781,0,0
170,0.16905376599536256,0.08765476524781532,0.3403383282751298,-9.21128247048781,0,0
171,0.18934825403754058,0.08541465805016639,0.33796458975798715,-8.692040430529062,1,0
172,0.18934825403754058,0.08541465805016639,0.33796458975798715,-8.692040430529062,0,0
173,0.18934825403754058,0.08541465805016639,0.33796458975798715,-8.692040430529062,0,0
174,0.18559708821114487,0.08224703294306158,0.35681713581886465,-9.602051161028323,1,0
175,0.18559708821114487,0.08224703294306158,0.35681713581886465,-9.602051161028323,0,0
176,0.18559708821114487,0.08224703294306158,0.35681713581886465,-9.602051161028323,0,0
177,0.18559708821114487,0.08224703294306158,0.35681713581886465,-9.602051161028323,0,0
178,0.18559708821114487,0.08224703294306158,0.35681713581886465,-9.602051161028323,0,0
179,0.18559708821114487,0.08224703294306158,0.35681713581886465,-9.602051161028323,0,0
180,0.18559708821114487,0.08224703294306158,0.35681713581886465,-9.602051161028323,0,0
181,0.1833202440593607,0.08552612745937535,0.34334779200349974,-9.172381229595949,1,0
182,0.1833202440593607,0.08552612745937535,0.34334779200349974,-9.172381229595949,0,0
183,0.1833202440593607,0.08552612745937535,0.34334779200349974,-9.172381229595949,0,0
184,0.1833202440593607,0.08552612745937535,0.34334779200349974,-9.172381229595949,0,0
185,0.1833202440593607,0.08552612745937535,0.34334779200349974,-9.172381229595949,0,0
186,0.1833202440593607,0.08552612745937535,0.34334779200349974,-9.172381229595949,0,0
187,0.18194205053586543,0.08418293222673215,0.34115096862277017,-8.25455600637745,1,0
188,0.18194205053586543,0.08418293222673215,0.34115096862277017,-8.25455600637745,0,0
189,0.18194205053586543,0.08418293222673215,0.34115096862277017,-8.25455600637745,0,0
190,0.167157179262909,0.07800330446794988,0.323534586334746,-8.177156300035026,1,0
191,0.167157179262909,0.07800330446794988,0.323534586334746,-8.177156300035026,0,0
192,0.167157179262909,0.07800330446794988,0.323534586334746,-8.177156300035026,0,0
193,0.167157179262909,0.07800330446794988,0.323534586334746,-8.177156300035026,0,0
194,0.167157179262909,0.07800330446794988,0.323534586334746,-8.177156300035026,0,0
195,0.167157179262909,0.07800330446794988,0.323534586334746,-8.177156300035026,0,0
196,0.167157179262909,0.07800330446794988,0.323534586334746,-8.177156300035026,0,0
197,0.167157179262909,0.07800330446794988,0.323534586334746,-8.177156300035026,0,0
198,0.167157179262909,0.07800330446794988,0.323534586334746,-8.177156300035026,0,0
199,0.16978531914556416,0.08386225831543541,0.29906370182257075,-8.499494930429634,1,0
200,0.16978531914556416,0.08386225831543541,0.29906370182257075,-8.499494930429634,0,0
201,0.17368396789706844,0.0802828710213856,0.3483885507789077,-8.698255825387433,1,0
202,0.17368396789706844,0.0802828710213856,0.3483885507789077,-8.698255825387433,0,0
203,0.17368396789706844,0.0802828710213856,0.3483885507789077,-8.698255825387433,0,0
204,0.17368396789706844,0.0802828710213856,0.3483885507789077,-8.698255825387433,0,0
205,0.17368396789706844,0.0802828710213856,0.3483885507789077,-8.698255825387433,0,0
206,0.17368396789706844,0.0802828710213856,0.3483885507789077,-8.698255825387433,0,0
207,0.17871725166189917,0.07817404003240642,0.34306102379000425,-8.532143317233588,1,0
208,0.17871725166189917,0.07817404003240642,0.34306102379000425,-8.532143317233588,0,0
209,0.17871725166189917,0.07817404003240642,0.34306102379000425,-8.532143317233588,0,0
210,0.17871725166189917,0.07817404003240642,0.34306102379000425,-8.532143317233588,0,0
211,0.17482406013650537,0.0759593402802307,0.34298100448102775,-9.230218138901227,1,0
212,0.17482406013650537,0.0759593402802307,0.34298100448102775,-9.230218138901227,0,0
213,0.17482406013650537,0.0759593402802307,0.34298100448102775,-9.230218138901227,0,0
214,0.16940254389215537,0.07547915259253347,0.328817841171959,-9.41542402683543,1,0
215,0.15812868452670148,0.07397890489511742,0.30227730641746425,-8.632985879127524,1,0
216,0.15751405329417448,0.08062646453931038,0.3293483699923435,-8.82840531048018,1,0
217,0.15751405329417448,0.08062646453931038,0.3293483699923435,-8.82840531048018,0,0
218,0.15751405329417448,0.08062646453931038,0.3293483699923435,-8.82840531048018,0,0
219,0.14365113100399204,0.08613157602272517,0.27892879401391196,-8.41524886170557,1,0
220,0.1621597608602144,0.08361471804849809,0.32769784534081314,-7.952399156519214,1,0
221,0.1621597608602144,0.08361471804849809,0.32769784534081314,-7.952399156519214,0,0
222,0.1621597608602144,0.08361471804849809,0.32769784534081314,-7.952399156519214,0,0
223,0.1621597608602144,0.08361471804849809,0.32769784534081314,-7.952399156519214,0,0
224,0.16382710317083168,0.07522820765816392,0.31470461450255943,-7.962262323314114,1,0
225,0.16382710317083168,0.07522820765816392,0.31470461450255943,-7.962262323314114,0,0
226,0.1689949798371832,0.07442963295775032,0.32847417947598956,-8.893913980683514,1,0
227,0.1689949798371832,0.07442963295775032,0.32847417947598956,-8.893913980683514,0,0
228,0.16783712376570314,0.0866321945744221,0.31154433533632686,-8.17832952395983,1,0
229,0.16783712376570314,0.0866321945744221,0.31154433533632686,-8.17832952395983,0,0
230,0.16783712376570314,0.0866321945744221,0.31154433533632686,-8.17832952395983,0,0
231,0.16783712376570314,0.0866321945744221,0.31154433533632686,-8.17832952395983,0,0
232,0.16783712376570314,0.0866321945744221,0.31154433533632686,-8.17832952395983,0,0
233,0.16783712376570314,0.0866321945744221,0.31154433533632686,-8.17832952395983,0,0
234,0.16783712376570314,0.0866321945744221,0.31154433533632686,-8.17832952395983,0,0
235,0.16783712376570314,0.0866321945744221,0.31154433533632686,-8.17832952395983,0,0
236,0.16783712376570314,0.0866321945744221,0.31154433533632686,-8.17832952395983,0,0
237,0.16783712376570314,0.0866321945744221,0.31154433533632686,-8.17832952395983,0,0
238,0.16783712376570314,0.0866321945744221,0.31154433533632686,-8.17832952395983,0,0
239,0.16783712376570314,0.0866321945744221,0.31154433533632686,-8.17832952395983,0,0
240,0.16783712376570314,0.0866321945744221,0.31154433533632686,-8.17832952395983,0,0
241,0.16763392085825865,0.08846574355934929,0.3225168615037734,-9.136568478676438,1,0
242,0.16763392085825865,0.08846574355934929,0.3225168615037734,-9.136568478676438,0,0
243,0.16763392085825865,0.08846574355934929,0.3225168615037734,-9.136568478676438,0,0
244,0.16584550602660664,0.08526408702711936,0.32483046023390516,-8.979491998979782,1,0
245,0.16008466484433562,0.08372049457664618,0.29505582141087894,-7.926877924798025,1,0
246,0.16008466484433562,0.08372049457664618,0.29505582141087894,-7.926877924798025,0,0
247,0.16008466484433562,0.08372049457664618,0.29505582141087894,-7.926877924798025,0,0
248,0.16008466484433562,0.08372049457664618,0.29505582141087894,-7.926877924798025,0,0
249,0.15184765956672608,0.08145732108477828,0.2982558645439137,-7.407321926179621,1,0
250,0.15184765956672608,0.08145732108477828,0.2982558645439137,-7.407321926179621,0,0
251,0.15184765956672608,0.08145732108477828,0.2982558645439137,-7.407321926179621,0,0
252,0.15184765956672608,0.08145732108477828,0.2982558645439137,-7.407321926179621,0,0
253,0.15184765956672608,0.08145732108477828,0.2982558645439137,-7.407321926179621,0,0
254,0.15184765956672608,0.08145732108477828,0.2982558645439137,-7.407321926179621,0,0
255,0.15184765956672608,0.08145732108477828,0.2982558645439137,-7.407321926179621,0,0
256,0.15184765956672608,0.08145732108477828,0.2982558645439137,-7.407321926179621,0,0
257,0.16424024061077216,0.07535228865575896,0.31573753167286167,-8.566354876092156,1,0
258,0.15455624937795354,0.0757572549673378,0.29117110892628695,-8.152981307441477,1,0
259,0.14043658994231806,0.07619914308837268,0.28524493312805327,-8.580212892573922,1,0
260,0.14043658994231806,0.07619914308837268,0.28524493312805327,-8.580212892573922,0,0
261,0.12777328159025034,0.07719764451907589,0.2617287389365735,-9.834040776278103,1,0
262,0.12777328159025034,0.07719764451907589,0.2617287389365735,-9.834040776278103,0,0
263,0.12777328159025034,0.07719764451907589,0.2617287389365735,-9.834040776278103,0,0
264,0.12777328159025034,0.07719764451907589,0.2617287389365735,-9.834040776278103,0,0
265,0.1395595162493719,0.07945841490713862,0.2713407268838031,-8.380274981235068,1,0
266,0.1395595162493719,0.07945841490713862,0.2713407268838031,-8.380274981235068,0,0
267,0.13825812936195503,0.08290591651209629,0.2731550530809148,-8.494925018107285,1,0
268,0.13314831279056277,0.08253704235877674,0.27162941343344665,-8.730897434885149,1,0
269,0.13314831279056277,0.08253704235877674,0.27162941343344665,-8.730897434885149,0,0
270,0.1399107863186025,0.08162037753105557,0.27682877716705034,-8.632254329716504,1,0
271,0.1399107863186025,0.08162037753105557,0.27682877716705034,-8.632254329716504,0,0
272,0.1399107863186025,0.08162037753105557,0.27682877716705034,-8.632254329716504,0,0
273,0.1399107863186025,0.08162037753105557,0.27682877716705034,-8.632254329716504,0,0
274,0.1399107863186025,0.08162037753105557,0.27682877716705034,-8.632254329716504,0,0
275,0.1399107863186025,0.08162037753105557,0.27682877716705034,-8.632254329716504,0,0
276,0.1399107863186025,0.08162037753105557,0.27682877716705034,-8.632254329716504,0,0
277,0.1399107863186025,0.08162037753105557,0.27682877716705034,-8.632254329716504,0,0
278,0.1399107863186025,0.08162037753105557,0.27682877716705034,-8.632254329716504,0,0
279,0.1399107863186025,0.08162037753105557,0.27682877716705034,-8.632254329716504,0,0
280,0.14612968342612978,0.07965733119084495,0.2757890159461943,-8.639150509730946,1,0
281,0.14612968342612978,0.07965733119084495,0.2757890159461943,-8.639150509730946,0,0
282,0.14612968342612978,0.07965733119084495,0.2757890159461943,-8.639150509730946,0,0
283,0.14612968342612978,0.07965733119084495,0.2757890159461943,-8.639150509730946,0,0
284,0.14612968342612978,0.07965733119084495,0.2757890159461943,-8.639150509730946,0,0
285,0.15222885718403897,0.0742625173020163,0.31520543284663605,-9.313809901588698,1,0
286,0.15356891300768516,0.0786190045215438,0.2852195067201062,-8.13395543647076,1,0
287,0.15356891300768516,0.0786190045215438,0.2852195067201062,-8.13395543647076,0,0
288,0.15356891300768516,0.0786190045215438,0.2852195067201062,-8.13395543647076,0,0
289,0.15356891300768516,0.0786190045215438,0.2852195067201062,-8.13395543647076,0,0
290,0.15356891300768516,0.0786190045215438,0.2852195067201062,-8.13395543647076,0,0
291,0.15356891300768516,0.0786190045215438,0.2852195067201062,-8.13395543647076,0,0
292,0.15356891300768516,0.0786190045215438,0.2852195067201062,-8.13395543647076,0,0
293,0.15356891300768516,0.0786190045215438,0.2852195067201062,-8.13395543647076,0,0
294,0.1638423959831784,0.07232477983733004,0.2937286447184641,-9.549700324395703,1,0
295,0.1638423959831784,0.07232477983733004,0.2937286447184641,-9.549700324395703,0,0
296,0.1638423959831784,0.07232477983733004,0.2937286447184641,-9.549700324395703,0,0
297,0.1638423959831784,0.07232477983733004,0.2937286447184641,-9.549700324395703,0,0
298,0.1638423959831784,0.07232477983733004,0.2937286447184641,-9.549700324395703,0,0
299,0.15034194960298333,0.08881863926335927,0.2801427103914056,-8.841702280747588,1,0
300,0.15034194960298333,0.08881863926335927,0.2801427103914056,-8.841702280747588,0,0
301,0.15034194960298333,0.08881863926335927,0.2801427103914056,-8.841702280747588,0,0
302,0.15034194960298333,0.08881863926335927,0.2801427103914056,-8.841702280747588,0,0
303,0.13768757574070564,0.08956670940913491,0.2803051715928245,-8.498434096305198,1,0
304,0.1399702742364476,0.0892741343487403,0.32628825144720736,-11.63924630272096,1,0
305,0.1399702742364476,0.0892741343487403,0.32628825144720736,-11.63924630272096,0,0
306,0.1399702742364476,0.0892741343487403,0.32628825144720736,-11.63924630272096,0,0
307,0.1399702742364476,0.0892741343487403,0.32628825144720736,-11.63924630272096,0,0
308,0.13371193975803458,0.08504345395507314,0.2974129144887166,-9.867811814304808,1,0
309,0.13371193975803458,0.08504345395507314,0.2974129144887166,-9.867811814304808,0,0
310,0.13371193975803458,0.08504345395507314,0.2974129144887166,-9.867811814304808,0,0
311,0.13371193975803458,0.08504345395507314,0.2974129144887166,-9.867811814304808,0,0
312,0.13371193975803458,0.08504345395507314,0.2974129144887166,-9.867811814304808,0,0
313,0.13371193975803458,0.08504345395507314,0.2974129144887166,-9.867811814304808,0,0
314,0.13371193975803458,0.08504345395507314,0.2974129144887166,-9.867811814304808,0,0
315,0.12810904490487818,0.07292241395752236,0.2500153512948782,-12.02921045135701,1,0
316,0.12671376485365188,0.06744034620566526,0.2540924592163799,-12.064903980764797,1,0
317,0.12671376485365188,0.06744034620566526,0.2540924592163799,-12.064903980764797,0,0
318,0.12671376485365188,0.06744034620566526,0.2540924592163799,-12.064903980764797,0,0
319,0.12671376485365188,0.06744034620566526,0.2540924592163799,-12.064903980764797,0,0
320,0.13992561320171545,0.07842080066364715,0.2624676923631268,-9.782184847557875,1,0
321,0.13992561320171545,0.07842080066364715,0.2624676923631268,-9.782184847557875,0,0
322,0.13992561320171545,0.07842080066364715,0.2624676923631268,-9.782184847557875,0,0
323,0.13992561320171545,0.07842080066364715,0.2624676923631268,-9.782184847557875,0,0
324,0.13992561320171545,0.07842080066364715,0.2624676923631268,-9.782184847557875,0,0
325,0.13992561320171545,0.07842080066364715,0.2624676923631268,-9.782184847557875,0,0
326,0.13992561320171545,0.07842080066364715,0.2624676923631268,-9.782184847557875,0,0
327,0.13126887979658905,0.07980783351746351,0.29696210231386394,-9.393333461542298,1,0
328,0.13126887979658905,0.07980783351746351,0.29696210231386394,-9.393333461542298,0,0
329,0.13126887979658905,0.07980783351746351,0.29696210231386394,-9.393333461542298,0,0
330,0.14071228035396197,0.07769395688303335,0.2868125050592382,-7.843562016056701,1,0
331,0.14071228035396197,0.07769395688303335,0.2868125050592382,-7.843562016056701,0,0
332,0.14071228035396197,0.07769395688303335,0.2868125050592382,-7.843562016056701,0,0
